Index,Rarity,RT_Rarity,Headgear,Facial Hair,Hands,Mouth Accessory,Background,Hair,Body,Eyes,Tattoos,Earring,Clothing,Mouth
1783,171.3027,1593,None,None,Rockstar,None,Baby Yellow,Hipster Beanie,Light Brown,Accountant Rims,None,None,Samurai,Vampire
1784,143.9091,2477,None,None,Rockstar,None,Vice City Pink,Fresh Cut,Light Beige,Cyborg,Tear Drop,None,WSC Trader,Charming Smile
1785,165.6025,1970,None,None,Holy,None,Orange Sherbet,Top Knot,Light Beige,YOLO-ed life savings,Rekt,None,WSC Trader,Marlboro Red
1786,163.6129,1551,None,None,Rockstar,None,Malibu Blue,Luscious Brown,Light Beige,VR Headset,None,Gold Stud & Cross,Friday Night Blazer,Charming Smile
1787,161.1284,1867,None,None,Rockstar,None,Celadon,Mullet,Dark Brown,VR Headset,None,None,WSC Black T,Bubble Gum
1788,195.6998,1681,None,None,Player,None,Indigo,Surfer,Robot,Swimmies,69,None,80s Disco Suit,Regular
1789,139.2969,2732,None,None,Rockstar,None,Malibu Blue,Fresh Cut,Dark Brown,Regular,None,None,Ouch!,Killer Smile
1790,134.896,2636,None,None,Player,None,Indigo,Fresh Cut,Light Brown,Founder Life,None,None,80s Disco Suit,Regular
1791,169.1947,1617,None,None,Player,None,Indigo,Luscious Blonde,Dark Brown,Oval White Glasses,None,Silver Ring,Gold Suit,Killer Smile
1792,184.77,1193,None,None,Holy,None,Orange Sherbet,Mullet,Dark Brown,Beer Goggles,None,None,White Polo,Regular
1793,137.2608,2584,None,None,Player,None,Orange Sherbet,Long Red Hair,Light Beige,YOLO-ed life savings,None,None,Rambo,Drooling
1794,220.3085,1065,None,Verdi Beard,Player,None,Baby Yellow,Dreadlocks,Light Beige,Beer Goggles,Rekt,None,Mustard Polo,Bubble Gum
1795,216.9272,726,Born To Ape Helmet,None,Player,None,Baby Yellow,Murica,Light Brown,YOLO-ed life savings,None,None,Ape Suit,Rainbow Grillz
1796,132.2717,2690,None,None,Holy,None,Vice City Pink,Fresh Cut,Light Brown,Founder Life,None,None,Lehman Siblings T,Killer Smile
1797,9.0,3,Unicorn,None,Holy,None,Orange Sherbet,Michael B.,Robot,Hypnotized,None,None,Kimono,Marlboro Red
1798,131.6505,2493,None,None,Player,None,Chrome,Luscious Blonde,Robot,Accountant Rims,None,Double Helix,Analyst Blazer,Charming Smile
1799,124.9831,2776,None,None,Player,None,Acquamarine,Slicked Back,Light Brown,Accountant Rims,None,None,BTFD T,Regular
1800,156.4487,1852,None,None,Holy,None,Baby Yellow,Black Fro,Light Beige,Angry,None,Diamond Stud & Cross,VC Fleece,Shocked
1801,125.2805,2815,None,None,Player,None,Celadon,Long Red Hair,Light Beige,YOLO-ed life savings,None,None,Mustard Polo,Shocked
1802,137.3411,2529,WSC Cap,None,Rockstar,None,Chrome,None,Light Brown,YOLO-ed life savings,None,None,GME T,Psycho Smile
1803,162.6728,1815,Samurai Helmet,None,Holy,None,Baby Yellow,None,Zombie,YOLO-ed life savings,None,None,Blood-stained T,Shocked
1804,142.4562,2471,Fast Food Cap,None,Rockstar,None,Acquamarine,None,Light Beige,YOLO-ed life savings,None,None,WSC Black T,Bubble Gum
1805,145.0697,2347,Pirate,None,Rockstar,None,Baby Yellow,Michael B.,Dark Brown,Angry,None,None,This Guy F*cks Suit,Killer Smile
1806,181.791,1515,Helicopter Cap,Verdi Beard,Player,None,Malibu Blue,None,Light Beige,Clockwork Orange,None,None,Analyst Blazer,Bubble Gum
1807,156.2021,2053,None,None,Rockstar,None,Vice City Pink,Black Fro,Light Beige,Beer Goggles,None,None,WSC Black T,Charming Smile
1808,162.8647,2013,None,None,Player,None,Malibu Blue,Keith G.,Zombie,Angry,Tear Drop,None,Hodl 2 Moon T,Regular
1809,237.1337,818,Red Beanie,None,Player,None,Acquamarine,Michael B.,Dark Brown,The Gambler,Full Face,None,Golf Polo,Bubble Gum
1810,147.619,2331,None,None,Italian,None,Indigo,Dreadlocks,Dark Brown,Possessed,None,None,Turtleneck,Killer Smile
1811,154.5388,2120,WSC Cap,None,Holy,None,Indigo,None,Light Brown,Possessed,None,None,Golf Polo,Killer Smile
1812,248.4236,439,None,None,Player,None,Indigo,Janet Y.,Dark Brown,Blasé,None,None,Blood-stained T,Rainbow Grillz
1813,165.7712,1581,None,None,Holy,None,Chrome,Hipster Beanie,Dark Brown,Beer Goggles,None,None,Shark Suit,420
1814,223.7524,1064,None,None,Holy,None,Malibu Blue,Luscious Blonde,Light Beige,VR Headset,Bowie,None,Psycho Rain Coat,Regular
1815,208.7963,1313,None,None,Holy,None,Malibu Blue,Surfer,Light Brown,Oval White Glasses,Bowie,None,White Polo,Killer Smile
1816,198.529,1296,None,None,Rockstar,None,Vice City Pink,Long Red Hair,Light Brown,YOLO-ed life savings,None,None,Papal Regalia,Charming Smile
1817,217.001,388,Born To Ape Helmet,None,Holy,None,Indigo,Michael B.,Light Beige,YOLO-ed life savings,Tear Drop,Silver Ring,Paper Hands,420
1818,131.6157,2658,None,None,Player,None,Celadon,Frazzled Bleached,Light Brown,3D Glasses,None,None,GME T,Regular
1819,171.8099,1403,None,None,Holy,None,Celadon,Punk Mohawk,Robot,Blasé,None,Gold Stud & Cross,WSC Trader,Regular
1820,147.3628,2163,None,None,Rockstar,None,Celadon,Slicked Back,Light Brown,Cyborg,None,None,Playful Shirt,Regular
1821,237.657,448,Oil Tycoon,None,Holy,None,Malibu Blue,Michael B.,Light Beige,Clockwork Orange,None,Double Helix,Ape Suit,Drooling
1822,220.1523,1075,None,None,Player,None,Baby Yellow,Rainbow Fro,Light Beige,3D Glasses,69,Silver Ring,Samurai,Regular
1823,173.8489,1490,None,None,Holy,None,Chrome,Slicked Back,Zombie,Swimmies,None,None,Knight Armor,Killer Smile
1824,152.018,2098,BlackBerry Cap,None,Holy,None,Orange Sherbet,None,Light Brown,Black Wayfarer,None,None,BTFD T,Charming Smile
1825,152.9847,2094,None,None,Holy,None,Baby Yellow,Michael B.,Zombie,Founder Life,None,None,80s Disco Suit,The pipe
1826,102.1871,3058,None,None,Holy,None,Chrome,Luscious Blonde,Dark Brown,Founder Life,None,None,Analyst Blazer,Drooling
1827,211.1445,633,Oil Tycoon,None,Rockstar,None,Malibu Blue,Michael B.,Robot,The Gambler,None,Silver Ring,Turtleneck,Bubble Gum
1828,262.0755,347,Balaklava,None,Player,None,Baby Yellow,None,Light Beige,Villain Monocle,None,None,Ape Suit,Cuban Cigar
1829,191.44,1928,None,None,Player,None,Malibu Blue,Luscious Blonde,Light Brown,Accountant Rims,Full Face,None,Lehman Siblings T,Shocked
1830,123.4658,2866,None,None,Holy,None,Celadon,Luscious Brown,Robot,Regular,None,None,Mustard Polo,Psycho Smile
1831,239.3539,691,Helicopter Cap,None,Player,Chad Mask,Vice City Pink,None,Light Beige,Cyborg,None,None,This Guy F*cks Suit,Psycho Smile
1832,181.1658,1226,None,None,Player,None,Malibu Blue,Slicked Back,Light Beige,Hypnotized,None,None,Wen Moon T,Paint Mask
1833,220.0,360,None,None,Italian,None,Chrome,Luscious Blonde,Zombie,Swimmies,None,None,Robin Hood,Regular
1834,217.0309,694,Robin Hood Hat,None,Player,None,Celadon,Michael B.,Robot,3D Glasses,None,None,WSC Black T,Regular
1835,200.5292,1291,None,None,Player,None,Vice City Pink,Green Fro,Light Beige,Possessed,Full Face,Silver Ring,Analyst Blazer,420
1836,101.7342,3068,None,None,Player,None,Orange Sherbet,Long Red Hair,Light Beige,Blasé,None,None,WcDonalds GM,Killer Smile
1837,148.9957,2202,Wolf,None,Rockstar,None,Celadon,None,Light Brown,Stoned,None,None,Turtleneck,Regular
1838,181.659,1337,None,None,Rockstar,None,Vice City Pink,Top Knot,Light Beige,Regular,None,Gold Stud & Cross,Golf Polo,Killer Smile
1839,122.7193,2853,Red Beanie,None,Player,None,Indigo,Michael B.,Dark Brown,Regular,None,None,Exec Suit,Regular
1840,192.7269,1013,None,None,Rockstar,None,Orange Sherbet,Luscious Blonde,Robot,AR Glasses,None,Double Helix,80s Disco Suit,The pipe
1841,149.4945,2090,None,None,Holy,None,Indigo,Mullet,Light Brown,Oval White Glasses,None,None,Blue Jeans Jacket,Cuban Cigar
1842,110.0,184,None,Thick Beard,Holy,None,Malibu Blue,Mullet,Zombie,Regular,Tear Drop,Gold Pendant,Army Gear,Charming Smile
1843,215.6423,678,Gold Laurel Wreath,None,Rockstar,None,Celadon,Balding,Light Beige,Swimmies,None,None,80s Gym,Killer Smile
1844,140.5043,2172,None,None,Player,None,Indigo,Long Red Hair,Dark Brown,Clockwork Orange,None,None,Cookies N Cream Suit,Shocked
1845,178.6526,1220,Gold Laurel Wreath,None,Holy,None,Chrome,Michael B.,Light Brown,YOLO-ed life savings,None,None,WcDonalds GM,Bubble Gum
1846,154.2232,2103,WSC Cap,None,Rockstar,None,Celadon,None,Light Brown,Oval White Glasses,None,None,Samurai,Regular
1847,169.9463,1371,Balaklava,None,Player,None,Malibu Blue,None,Dark Brown,Oval White Glasses,None,None,Cookies N Cream Suit,Bubble Gum
1848,88.1292,3112,None,None,Holy,None,Chrome,Michael B.,Light Beige,Black Wayfarer,None,None,WcDonalds GM,Charming Smile
1849,101.5296,3072,None,None,Player,None,Baby Yellow,Mullet,Light Brown,YOLO-ed life savings,None,None,WcDonalds GM,Killer Smile
1850,212.4479,581,Oil Tycoon,None,Holy,None,Baby Yellow,Michael B.,Light Beige,Clockwork Orange,None,Double Helix,Hawaiian Shirt,Vampire
1851,189.5397,1278,BlackBerry Cap,None,Rockstar,None,Malibu Blue,None,Light Brown,Stoned,None,None,Army Gear,Shocked
1852,249.5112,426,Born To Ape Helmet,None,Holy,None,Celadon,Michael B.,Dark Brown,Aviators Cyborg,None,None,Much Wow T,Vampire
1853,97.7924,3102,None,None,Rockstar,None,Acquamarine,Mullet,Dark Brown,Stoned,None,None,WSC Trader,Regular
1854,164.4641,1724,None,None,Rockstar,None,Celadon,Mullet,Dark Brown,The Gambler,None,None,Varsity Jacket,Charming Smile
1855,139.5597,2503,WSC Cap,None,Player,None,Celadon,None,Light Brown,Black Wayfarer,None,None,WSC Black T,Drooling
1856,231.9222,942,None,None,Holy,None,Orange Sherbet,Long Red Hair,Light Brown,Accountant Rims,69,None,Much Wow T,420
1857,234.6406,500,Sombrero,None,Player,None,Indigo,Murica,Light Brown,Swimmies,None,None,Golf Polo,Killer Smile
1858,131.9504,2696,None,None,Rockstar,None,Celadon,Slicked Back,Light Beige,YOLO-ed life savings,None,None,Degen T,Bubble Gum
1859,178.7045,1036,Oil Tycoon,None,Holy,None,Indigo,Murica,Light Beige,Black Wayfarer,None,Diamond Stud & Cross,Friday Night Blazer,Regular
1860,134.707,2470,None,None,Holy,None,Acquamarine,Michael B.,Dark Brown,Villain Monocle,None,Silver Ring,Cookies N Cream Suit,Shocked
1861,103.705,3065,None,None,Rockstar,None,Malibu Blue,Surfer,Light Beige,Black Wayfarer,None,None,Cookies N Cream Suit,Regular
1862,186.2101,1265,Fast Food Cap,None,Holy,None,Celadon,None,Light Beige,Oval White Glasses,Rekt,Silver Ring,Playful Shirt,Psycho Smile
1863,144.5119,2336,None,None,Holy,None,Malibu Blue,Green Fro,Light Brown,Black Wayfarer,None,None,WSC Black T,Regular
1864,159.8598,1874,None,None,Rockstar,None,Indigo,Green Fro,Light Brown,Possessed,None,None,Mustard Polo,Psycho Smile
1865,195.0986,947,None,None,Player,None,Vice City Pink,Black Fro,Zombie,Oval White Glasses,None,None,Hodl 2 Moon T,Marlboro Red
1866,148.6181,2619,None,None,Rockstar,None,Indigo,Michael B.,Dark Brown,Accountant Rims,Rekt,None,Kimono,420
1867,135.1538,2224,Oil Tycoon,None,Player,None,Chrome,Michael B.,Light Beige,Regular,None,Silver Ring,Analyst Blazer,Killer Smile
1868,166.7046,1725,Wolf,None,Holy,None,Vice City Pink,None,Dark Brown,Angry,None,None,Mustard Polo,Psycho Smile
1869,127.5041,2836,None,None,Italian,None,Indigo,Surfer,Dark Brown,Regular,None,None,GME T,Psycho Smile
1870,223.8106,611,Sombrero,None,Rockstar,None,Malibu Blue,Murica,Light Beige,Oval White Glasses,Rekt,None,Hawaiian Shirt,Regular
1871,248.9799,127,Ninja Mask,None,Holy,None,Baby Yellow,None,Light Beige,Stoned,None,None,Golf Polo,None
1872,178.948,1376,None,None,Holy,None,Celadon,Murica,Light Beige,Cyborg,Rekt,Helix Set,WSC Red T,Regular
1873,196.5404,918,Balaklava,None,Holy,None,Indigo,None,Light Brown,3D Glasses,None,None,Black Jeans Jacket,Bubble Gum
1874,163.533,1663,Red Beanie,None,Holy,None,Orange Sherbet,Murica,Light Brown,Accountant Rims,None,None,Degen T,Shocked
1875,118.847,2868,WSC Cap,None,Player,None,Vice City Pink,None,Dark Brown,Black Wayfarer,None,None,WcDonalds GM,Killer Smile
1876,109.5296,3046,None,None,Rockstar,None,Celadon,Mullet,Dark Brown,Stoned,None,None,Hawaiian Shirt,Regular
1877,164.3556,1830,Samurai Helmet,None,Italian,None,Celadon,None,Psychedelic,Possessed,None,None,Hawaiian Shirt,Regular
1878,198.5089,889,None,None,Player,None,Acquamarine,Luscious Blonde,Light Beige,Villain Monocle,None,None,Varsity Jacket,Paint Mask
1879,121.7497,2820,None,None,Holy,None,Malibu Blue,Dreadlocks,Dark Brown,AR Glasses,None,None,WcDonalds GM,Regular
1880,147.5385,2220,Samurai Helmet,None,Holy,None,Indigo,None,Light Beige,Regular,None,None,Hodl 2 Moon T,Drooling
1881,124.0,297,None,None,Holy,Chad Mask,Malibu Blue,Janet Y.,Light Brown,Stoned,69,None,Varsity Jacket,Psycho Smile
1882,218.605,747,None,None,Rockstar,None,Celadon,Mullet,Light Brown,YOLO-ed life savings,None,Diamond Stud & Cross,Mink Coat,Vampire
1883,181.2175,1154,Red Beanie,None,Holy,None,Baby Yellow,Michael B.,Dark Brown,Fear & Loathing,None,None,Black Tuxedo,Shocked
1884,133.9009,2858,None,None,Player,None,Vice City Pink,Frazzled Bleached,Light Brown,Regular,Rekt,None,80s Gym,Charming Smile
1885,119.9113,2911,None,None,Rockstar,None,Indigo,Hipster Beanie,Light Brown,Blasé,None,None,Blue Jeans Jacket,Regular
1886,187.1983,1047,None,None,Italian,None,Baby Yellow,Mullet,Gold,Regular,None,None,WSC Trader,420
1887,149.1254,2185,None,None,Rockstar,None,Orange Sherbet,Luscious Blonde,Light Beige,Accountant Rims,None,None,Varsity Jacket,Bubble Gum
1888,167.2641,1367,None,None,Player,None,Indigo,Keith G.,Psychedelic,Clockwork Orange,None,None,WcDonalds GM,Killer Smile
1889,111.6569,3018,None,None,Player,None,Baby Yellow,Balding,Light Brown,YOLO-ed life savings,None,None,Turtleneck,Charming Smile
1890,129.3339,2603,None,None,Rockstar,None,Vice City Pink,Hipster Beanie,Light Beige,Villain Monocle,None,None,Friday Night Blazer,Regular
1891,98.472,3080,None,None,Rockstar,None,Indigo,Hipster Beanie,Light Brown,YOLO-ed life savings,None,None,Analyst Blazer,Drooling
1892,167.2355,2404,None,None,Italian,None,Acquamarine,Michael B.,Light Brown,Regular,69,Diamond Stud & Cross,Analyst Blazer,420
1893,221.4548,619,Black Beanie,None,Italian,None,Malibu Blue,Michael B.,Psychedelic,Regular,None,Diamond Stud & Cross,Psycho Rain Coat,Drooling
1894,138.6038,2459,None,None,Holy,None,Orange Sherbet,Black Fro,Light Brown,Oval White Glasses,None,None,GME T,Bubble Gum
1895,191.4432,1708,Helicopter Cap,None,Rockstar,None,Acquamarine,None,Light Beige,The Gambler,Bowie,None,Friday Night Blazer,Regular
1896,151.3701,2705,None,Verdi Beard,Player,None,Baby Yellow,Murica,Light Brown,Blasé,None,None,80s Disco Suit,Regular
1897,167.1907,1465,None,None,Player,None,Vice City Pink,Luscious Blonde,Dark Brown,Villain Monocle,None,None,VC Fleece,Cuban Cigar
1898,261.3847,771,None,Verdi Beard,Player,None,Vice City Pink,Dreadlocks,Psychedelic,Blasé,Full Face,None,Gold Suit,Charming Smile
1899,165.2831,1501,Helicopter Cap,None,Holy,None,Celadon,None,Light Brown,Founder Life,None,Gold Stud & Cross,Friday Night Blazer,Killer Smile
1900,274.9708,235,Golden Halo,None,Holy,None,Malibu Blue,Long Red Hair,Dark Brown,Angry,None,None,Lehman Siblings T,Bubble Gum
1901,94.0,206,None,None,Holy,Chad Mask,Celadon,Hipster Beanie,Light Beige,Cyborg,None,None,Robin Hood,Psycho Smile
1902,145.745,2276,Born To Ape Helmet,None,Player,None,Celadon,Murica,Dark Brown,Regular,Tear Drop,None,WSC Trader,Drooling
1903,224.5678,153,Ninja Mask,None,Rockstar,None,Celadon,None,Dark Brown,Black Wayfarer,None,None,Cookies N Cream Suit,None
1904,106.0,264,None,None,Holy,Chad Mask,Celadon,Janet Y.,Dark Brown,Oval White Glasses,Barbed Wire,None,Blood-stained T,Psycho Smile
1905,190.9022,1201,None,None,Player,None,Malibu Blue,Green Fro,Psychedelic,Blasé,Tear Drop,None,This Guy F*cks Suit,Shocked
1906,145.0934,2134,None,None,Rockstar,None,Baby Yellow,Surfer,Dark Brown,The Gambler,None,None,VC Fleece,Killer Smile
1907,187.4982,1171,None,None,Player,None,Malibu Blue,Luscious Brown,Light Brown,VR Headset,None,Double Helix,XXL Black T,Regular
1908,141.573,2247,None,None,Player,None,Celadon,Long Red Hair,Robot,AR Glasses,None,None,Cookies N Cream Suit,Cuban Cigar
1909,128.2335,2935,None,None,Italian,None,Chrome,Michael B.,Dark Brown,Possessed,None,None,Golf Polo,Regular
1910,200.6395,1223,None,None,Rockstar,None,Baby Yellow,Luscious Brown,Light Beige,Hypnotized,None,None,Papal Regalia,Regular
1911,202.0257,998,Red Beanie,None,Italian,None,Orange Sherbet,Michael B.,Light Beige,Accountant Rims,None,Silver Ring,Paper Hands,Regular
1912,208.0764,801,None,None,Italian,None,Chrome,Top Knot,Robot,Blasé,None,Helix Set,Kiss,Killer Smile
1913,166.69,1689,Fast Food Cap,None,Player,None,Vice City Pink,None,Light Brown,Angry,None,None,Blood-stained T,Rainbow Grillz
1914,179.4864,1351,None,None,Italian,None,Chrome,Rainbow Fro,Light Brown,Swimmies,None,Diamond Stud & Cross,Black Tuxedo,Bubble Gum
1915,137.0099,2504,None,None,Player,None,Celadon,Long Red Hair,Light Beige,YOLO-ed life savings,None,None,GME T,Vampire
1916,222.4928,1142,Fast Food Cap,None,Rockstar,None,Vice City Pink,None,Light Beige,YOLO-ed life savings,Bowie,None,Samurai,Vampire
1917,142.5202,2548,None,None,Player,None,Vice City Pink,Surfer,Light Beige,Founder Life,Rekt,None,WcDonalds GM,The pipe
1918,159.2984,2268,None,None,Holy,None,Acquamarine,Keith G.,Dark Brown,Stoned,Rekt,None,GME T,Bubble Gum
1919,160.0126,2216,None,None,Player,None,Vice City Pink,Top Knot,Robot,YOLO-ed life savings,Rekt,None,Gala Suit,Charming Smile
1920,226.1138,557,None,None,Holy,None,Indigo,Michael B.,Gold,Founder Life,None,None,Rambo,Paint Mask
1921,143.5714,2358,None,None,Rockstar,None,Acquamarine,Top Knot,Dark Brown,Blasé,None,None,Varsity Jacket,Bubble Gum
1922,174.497,2042,None,Verdi Beard,Player,None,Vice City Pink,Keith G.,Light Brown,3D Glasses,None,None,Black Jeans Jacket,Regular
1923,177.2825,1375,Samurai Helmet,None,Holy,None,Chrome,None,Zombie,3D Glasses,None,None,Shark Suit,Drooling
1924,113.6961,2958,None,None,Player,None,Vice City Pink,Hipster Beanie,Zombie,Angry,None,None,Cookies N Cream Suit,Charming Smile
1925,134.6181,2606,None,None,Holy,None,Indigo,Frazzled Bleached,Light Beige,Angry,None,None,This Guy F*cks Suit,Charming Smile
1926,195.02,1340,None,Verdi Beard,Holy,None,Malibu Blue,Hipster Beanie,Dark Brown,Beer Goggles,None,None,Playful Shirt,Cuban Cigar
1927,207.4268,798,None,None,Rockstar,None,Chrome,Mullet,Light Brown,Black Wayfarer,None,Gold Pendant,Shark Suit,Regular
1928,198.4942,1353,None,None,Rockstar,None,Baby Yellow,Top Knot,Dark Brown,Blasé,Rekt,None,Mink Coat,Bubble Gum
1929,121.3801,2850,None,None,Holy,None,Acquamarine,Frazzled Bleached,Light Brown,Blasé,None,None,Playful Shirt,Regular
1930,118.4543,2932,None,None,Rockstar,None,Orange Sherbet,Hipster Beanie,Light Brown,YOLO-ed life savings,None,None,Black Jeans Jacket,Regular
1931,235.7815,646,Pirate,None,Holy,None,Celadon,Murica,Light Brown,Aviators Cyborg,Bowie,None,VC Fleece,Drooling
1932,157.9652,2096,None,None,Player,None,Celadon,Surfer,Psychedelic,AR Glasses,Tear Drop,None,WSC Red T,Shocked
1933,171.0552,1671,None,None,Player,None,Orange Sherbet,Luscious Blonde,Light Beige,Regular,None,None,Army Gear,Vampire
1934,243.004,132,Ninja Mask,None,Player,None,Chrome,None,Dark Brown,Black Wayfarer,None,None,Mustard Polo,None
1935,174.8321,1378,Ushanka,None,Player,None,Vice City Pink,Michael B.,Light Beige,Cyborg,None,None,Shark Suit,Regular
1936,131.2791,2646,None,None,Player,None,Malibu Blue,Mullet,Dark Brown,Angry,None,Silver Ring,WSC Red T,Drooling
1937,214.1182,715,None,None,Holy,None,Celadon,Green Fro,Robot,Villain Monocle,None,None,Gold Suit,Charming Smile
1938,172.0933,1458,Born To Ape Helmet,None,Holy,None,Orange Sherbet,Murica,Light Brown,AR Glasses,None,None,Blue Jeans Jacket,Shocked
1939,183.1769,1040,Red Beanie,None,Rockstar,None,Chrome,Michael B.,Light Brown,Hypnotized,None,Silver Ring,Dapper Suit,420
1940,268.0,301,None,None,Holy,None,Vice City Pink,Luscious Brown,Light Brown,Beer Goggles,None,None,Game Over T,Regular
1941,269.0,566,Black Beanie,Thick Beard,Rockstar,None,Chrome,Michael B.,Light Brown,The Gambler,None,None,BTFD T,Marlboro Red
1942,186.4721,1129,None,None,Holy,None,Orange Sherbet,Rainbow Fro,Light Beige,Cyborg,None,Double Helix,80s Disco Suit,Killer Smile
1943,139.2552,2296,Black Beanie,None,Rockstar,None,Baby Yellow,Murica,Light Brown,AR Glasses,None,None,Analyst Blazer,Shocked
1944,115.2871,2918,None,None,Holy,None,Chrome,Hipster Beanie,Dark Brown,Regular,None,None,WSC Trader,The pipe
1945,149.4977,2501,Helicopter Cap,None,Player,None,Celadon,None,Light Beige,Founder Life,Rekt,None,Black Tuxedo,Regular
1946,139.0568,2768,None,None,Player,None,Malibu Blue,Top Knot,Light Beige,Blasé,Rekt,None,80s Gym,Charming Smile
1947,239.3366,482,Balaklava,None,Holy,None,Malibu Blue,None,Dark Brown,Accountant Rims,None,None,XXL Black T,The pipe
